location,date,variant,num_sequences,perc_sequences,num_sequences_total
France,12/10/2020,others,161,37.7,427
France,12/10/2020,non_who,427,100,427
Germany,12/10/2020,B.1.160,7,2.04,343
Germany,12/10/2020,B.1.620,0,0,343
Germany,12/10/2020,B.1.258,10,2.92,343
Germany,12/10/2020,B.1.221,23,6.71,343
Germany,12/10/2020,B.1.1.302,,,343
Germany,12/10/2020,B.1.1.277,2,0.58,343
Germany,12/10/2020,B.1.1.519,0,0,343
Germany,12/10/2020,B.1.367,0,0,343
Germany,12/10/2020,B.1.177,61,17.78,343
Germany,12/10/2020,Beta,0,0,343
Germany,12/10/2020,Alpha,0,0,343
Germany,12/10/2020,Gamma,0,0,343
Germany,12/10/2020,Delta,0,0,343
Germany,12/10/2020,Kappa,0,0,343
Germany,12/10/2020,Epsilon,0,0,343
Germany,12/10/2020,Eta,0,0,343
Germany,12/10/2020,Iota,0,0,343
Germany,12/10/2020,Lambda,0,0,343
Germany,12/10/2020,Mu,0,0,343
Germany,12/10/2020,S:677P.Pelican,,,343
Germany,12/10/2020,S:677H.Robin1,,,343
Germany,12/10/2020,others,240,69.97,343
Germany,12/10/2020,non_who,343,100,343
Greece,12/10/2020,B.1.160,1,2.38,42
Greece,12/10/2020,B.1.620,,,42
Greece,12/10/2020,B.1.258,1,2.38,42
Greece,12/10/2020,B.1.221,0,0,42
Greece,12/10/2020,B.1.1.302,,,42
Greece,12/10/2020,B.1.1.277,1,2.38,42
Greece,12/10/2020,B.1.1.519,,,42
Greece,12/10/2020,B.1.367,0,0,42
Greece,12/10/2020,B.1.177,6,14.29,42
Greece,12/10/2020,Beta,0,0,42
Greece,12/10/2020,Alpha,0,0,42
Greece,12/10/2020,Gamma,0,0,42
Greece,12/10/2020,Delta,0,0,42
Greece,12/10/2020,Kappa,0,0,42
Greece,12/10/2020,Epsilon,,,42
Greece,12/10/2020,Eta,0,0,42
Greece,12/10/2020,Iota,,,42
Greece,12/10/2020,Lambda,,,42
Greece,12/10/2020,Mu,,,42
Greece,12/10/2020,S:677P.Pelican,,,42
Greece,12/10/2020,S:677H.Robin1,,,42
Greece,12/10/2020,others,33,78.57,42
Greece,12/10/2020,non_who,42,100,42
Guatemala,12/10/2020,B.1.160,,,48
Guatemala,12/10/2020,B.1.620,,,48
Guatemala,12/10/2020,B.1.258,,,48
Guatemala,12/10/2020,B.1.221,,,48
Guatemala,12/10/2020,B.1.1.302,,,48
Guatemala,12/10/2020,B.1.1.277,,,48
Guatemala,12/10/2020,B.1.1.519,0,0,48
Guatemala,12/10/2020,B.1.367,,,48
Guatemala,12/10/2020,B.1.177,,,48
Guatemala,12/10/2020,Beta,0,0,48
Guatemala,12/10/2020,Alpha,0,0,48
Guatemala,12/10/2020,Gamma,0,0,48
Guatemala,12/10/2020,Delta,0,0,48
Guatemala,12/10/2020,Kappa,,,48
Guatemala,12/10/2020,Epsilon,0,0,48
Guatemala,12/10/2020,Eta,,,48
Guatemala,12/10/2020,Iota,0,0,48
Guatemala,12/10/2020,Lambda,0,0,48
Guatemala,12/10/2020,Mu,0,0,48
Guatemala,12/10/2020,S:677P.Pelican,0,0,48
Guatemala,12/10/2020,S:677H.Robin1,,,48
Guatemala,12/10/2020,others,48,100,48
Guatemala,12/10/2020,non_who,48,100,48
Hong Kong,12/10/2020,B.1.160,2,3.08,65
Hong Kong,12/10/2020,B.1.620,0,0,65
Hong Kong,12/10/2020,B.1.258,0,0,65
Hong Kong,12/10/2020,B.1.221,,,65
Hong Kong,12/10/2020,B.1.1.302,,,65
Hong Kong,12/10/2020,B.1.1.277,,,65
Hong Kong,12/10/2020,B.1.1.519,,,65
Hong Kong,12/10/2020,B.1.367,,,65
Hong Kong,12/10/2020,B.1.177,2,3.08,65
Hong Kong,12/10/2020,Beta,0,0,65
Hong Kong,12/10/2020,Alpha,0,0,65
Hong Kong,12/10/2020,Gamma,,,65
Hong Kong,12/10/2020,Delta,0,0,65
Hong Kong,12/10/2020,Kappa,0,0,65
Hong Kong,12/10/2020,Epsilon,,,65
Hong Kong,12/10/2020,Eta,,,65
Hong Kong,12/10/2020,Iota,,,65
Hong Kong,12/10/2020,Lambda,,,65
Hong Kong,12/10/2020,Mu,0,0,65
Hong Kong,12/10/2020,S:677P.Pelican,,,65
Hong Kong,12/10/2020,S:677H.Robin1,,,65
Hong Kong,12/10/2020,others,61,93.84,65
Hong Kong,12/10/2020,non_who,65,100,65
Hungary,12/10/2020,B.1.160,98,92.45,106
Hungary,12/10/2020,B.1.620,,,106
Hungary,12/10/2020,B.1.258,0,0,106
Hungary,12/10/2020,B.1.221,,,106
Hungary,12/10/2020,B.1.1.302,,,106
Hungary,12/10/2020,B.1.1.277,6,5.66,106
Hungary,12/10/2020,B.1.1.519,,,106
Hungary,12/10/2020,B.1.367,,,106
Hungary,12/10/2020,B.1.177,,,106
Hungary,12/10/2020,Beta,,,106
Hungary,12/10/2020,Alpha,0,0,106
Hungary,12/10/2020,Gamma,,,106
Hungary,12/10/2020,Delta,,,106
Hungary,12/10/2020,Kappa,,,106
Hungary,12/10/2020,Epsilon,,,106
Hungary,12/10/2020,Eta,,,106
Hungary,12/10/2020,Iota,,,106
Hungary,12/10/2020,Lambda,,,106
Hungary,12/10/2020,Mu,,,106
Hungary,12/10/2020,S:677P.Pelican,,,106
Hungary,12/10/2020,S:677H.Robin1,,,106
Hungary,12/10/2020,others,2,1.89,106
Hungary,12/10/2020,non_who,106,100,106
Iceland,12/10/2020,B.1.160,1,0.12,854
Iceland,12/10/2020,B.1.620,,,854
Iceland,12/10/2020,B.1.258,9,1.05,854
Iceland,12/10/2020,B.1.221,3,0.35,854
Iceland,12/10/2020,B.1.1.302,,,854
Iceland,12/10/2020,B.1.1.277,1,0.12,854
Iceland,12/10/2020,B.1.1.519,0,0,854
Iceland,12/10/2020,B.1.367,0,0,854
Iceland,12/10/2020,B.1.177,804,94.15,854
Iceland,12/10/2020,Beta,0,0,854
Iceland,12/10/2020,Alpha,0,0,854
Iceland,12/10/2020,Gamma,0,0,854
Iceland,12/10/2020,Delta,0,0,854
Iceland,12/10/2020,Kappa,,,854
Iceland,12/10/2020,Epsilon,,,854
Iceland,12/10/2020,Eta,0,0,854
Iceland,12/10/2020,Iota,0,0,854
Iceland,12/10/2020,Lambda,,,854
Iceland,12/10/2020,Mu,,,854
Iceland,12/10/2020,S:677P.Pelican,,,854
Iceland,12/10/2020,S:677H.Robin1,,,854
Iceland,12/10/2020,others,36,4.21,854
Iceland,12/10/2020,non_who,854,100,854
India,12/10/2020,B.1.160,0,0,360
India,12/10/2020,B.1.620,0,0,360
India,12/10/2020,B.1.258,0,0,360
India,12/10/2020,B.1.221,,,360
India,12/10/2020,B.1.1.302,,,360
India,12/10/2020,B.1.1.277,,,360
India,12/10/2020,B.1.1.519,,,360
India,12/10/2020,B.1.367,,,360
India,12/10/2020,B.1.177,0,0,360
India,12/10/2020,Beta,0,0,360
India,12/10/2020,Alpha,0,0,360
India,12/10/2020,Gamma,0,0,360
India,12/10/2020,Delta,0,0,360
India,12/10/2020,Kappa,0,0,360
India,12/10/2020,Epsilon,0,0,360
India,12/10/2020,Eta,0,0,360
India,12/10/2020,Iota,0,0,360
India,12/10/2020,Lambda,,,360
India,12/10/2020,Mu,,,360
India,12/10/2020,S:677P.Pelican,0,0,360
India,12/10/2020,S:677H.Robin1,,,360
India,12/10/2020,others,360,100,360
India,12/10/2020,non_who,360,100,360
Ireland,12/10/2020,B.1.160,1,1.18,85
Ireland,12/10/2020,B.1.620,0,0,85
Ireland,12/10/2020,B.1.258,15,17.65,85
Ireland,12/10/2020,B.1.221,0,0,85
Ireland,12/10/2020,B.1.1.302,,,85
Ireland,12/10/2020,B.1.1.277,,,85
Ireland,12/10/2020,B.1.1.519,,,85
Ireland,12/10/2020,B.1.367,10,11.76,85
Ireland,12/10/2020,B.1.177,49,57.65,85
Ireland,12/10/2020,Beta,0,0,85
Ireland,12/10/2020,Alpha,0,0,85
Ireland,12/10/2020,Gamma,0,0,85
Ireland,12/10/2020,Delta,0,0,85
Ireland,12/10/2020,Kappa,0,0,85
Ireland,12/10/2020,Epsilon,0,0,85
Ireland,12/10/2020,Eta,0,0,85
Ireland,12/10/2020,Iota,0,0,85
Ireland,12/10/2020,Lambda,0,0,85
Ireland,12/10/2020,Mu,0,0,85
Ireland,12/10/2020,S:677P.Pelican,,,85
Ireland,12/10/2020,S:677H.Robin1,,,85
Ireland,12/10/2020,others,10,11.76,85
Ireland,12/10/2020,non_who,85,100,85
Italy,12/10/2020,B.1.160,5,3.85,130
Italy,12/10/2020,B.1.620,0,0,130
Italy,12/10/2020,B.1.258,7,5.38,130
Italy,12/10/2020,B.1.221,2,1.54,130
Italy,12/10/2020,B.1.1.302,,,130
Italy,12/10/2020,B.1.1.277,1,0.77,130
Italy,12/10/2020,B.1.1.519,0,0,130
Italy,12/10/2020,B.1.367,2,1.54,130
Italy,12/10/2020,B.1.177,68,52.31,130
Italy,12/10/2020,Beta,0,0,130
Italy,12/10/2020,Alpha,1,0.77,130
Italy,12/10/2020,Gamma,0,0,130
Italy,12/10/2020,Delta,0,0,130
Italy,12/10/2020,Kappa,0,0,130
Italy,12/10/2020,Epsilon,0,0,130
Italy,12/10/2020,Eta,0,0,130
Italy,12/10/2020,Iota,0,0,130
Italy,12/10/2020,Lambda,0,0,130
Italy,12/10/2020,Mu,0,0,130
Italy,12/10/2020,S:677P.Pelican,,,130
Italy,12/10/2020,S:677H.Robin1,,,130
Italy,12/10/2020,others,44,33.84,130
Italy,12/10/2020,non_who,129,99.23,130
Japan,12/10/2020,B.1.160,3,0.57,522
Japan,12/10/2020,B.1.620,,,522
Japan,12/10/2020,B.1.258,0,0,522
Japan,12/10/2020,B.1.221,0,0,522
Japan,12/10/2020,B.1.1.302,0,0,522
Japan,12/10/2020,B.1.1.277,0,0,522
Japan,12/10/2020,B.1.1.519,0,0,522
Japan,12/10/2020,B.1.367,,,522
Japan,12/10/2020,B.1.177,2,0.38,522
Japan,12/10/2020,Beta,0,0,522
Japan,12/10/2020,Alpha,0,0,522
Japan,12/10/2020,Gamma,0,0,522
Japan,12/10/2020,Delta,0,0,522
Japan,12/10/2020,Kappa,0,0,522
Japan,12/10/2020,Epsilon,0,0,522
Japan,12/10/2020,Eta,0,0,522
Japan,12/10/2020,Iota,0,0,522
Japan,12/10/2020,Lambda,0,0,522
Japan,12/10/2020,Mu,0,0,522
Japan,12/10/2020,S:677P.Pelican,,,522
Japan,12/10/2020,S:677H.Robin1,0,0,522
Japan,12/10/2020,others,517,99.05,522
Japan,12/10/2020,non_who,522,100,522
Jordan,12/10/2020,B.1.160,,,311
Jordan,12/10/2020,B.1.620,,,311
Jordan,12/10/2020,B.1.258,,,311
Jordan,12/10/2020,B.1.221,,,311
Jordan,12/10/2020,B.1.1.302,,,311
Jordan,12/10/2020,B.1.1.277,,,311
Jordan,12/10/2020,B.1.1.519,,,311
Jordan,12/10/2020,B.1.367,,,311
Jordan,12/10/2020,B.1.177,,,311
Jordan,12/10/2020,Beta,0,0,311
Jordan,12/10/2020,Alpha,0,0,311
Jordan,12/10/2020,Gamma,0,0,311
Jordan,12/10/2020,Delta,0,0,311
Jordan,12/10/2020,Kappa,0,0,311
Jordan,12/10/2020,Epsilon,,,311
Jordan,12/10/2020,Eta,0,0,311
Jordan,12/10/2020,Iota,,,311
Jordan,12/10/2020,Lambda,,,311
Jordan,12/10/2020,Mu,,,311
Jordan,12/10/2020,S:677P.Pelican,,,311
Jordan,12/10/2020,S:677H.Robin1,,,311
Jordan,12/10/2020,others,311,100,311
Jordan,12/10/2020,non_who,311,100,311
Kenya,12/10/2020,B.1.160,0,0,44
Kenya,12/10/2020,B.1.620,,,44
Kenya,12/10/2020,B.1.258,,,44
Kenya,12/10/2020,B.1.221,,,44
Kenya,12/10/2020,B.1.1.302,,,44
Kenya,12/10/2020,B.1.1.277,,,44
Kenya,12/10/2020,B.1.1.519,,,44
Kenya,12/10/2020,B.1.367,,,44
Kenya,12/10/2020,B.1.177,0,0,44
Kenya,12/10/2020,Beta,0,0,44
Kenya,12/10/2020,Alpha,1,2.27,44
Kenya,12/10/2020,Gamma,,,44
Kenya,12/10/2020,Delta,0,0,44
Kenya,12/10/2020,Kappa,0,0,44
Kenya,12/10/2020,Epsilon,,,44
Kenya,12/10/2020,Eta,0,0,44
Kenya,12/10/2020,Iota,,,44
Kenya,12/10/2020,Lambda,,,44
Kenya,12/10/2020,Mu,,,44
Kenya,12/10/2020,S:677P.Pelican,,,44
Kenya,12/10/2020,S:677H.Robin1,,,44
Kenya,12/10/2020,others,43,97.73,44
Kenya,12/10/2020,non_who,43,97.73,44
Latvia,12/10/2020,B.1.160,0,0,297
Latvia,12/10/2020,B.1.620,,,297
Latvia,12/10/2020,B.1.258,0,0,297
Latvia,12/10/2020,B.1.221,0,0,297
Latvia,12/10/2020,B.1.1.302,22,7.41,297
Latvia,12/10/2020,B.1.1.277,0,0,297
Latvia,12/10/2020,B.1.1.519,,,297
Latvia,12/10/2020,B.1.367,,,297
Latvia,12/10/2020,B.1.177,36,12.12,297
Latvia,12/10/2020,Beta,0,0,297
Latvia,12/10/2020,Alpha,0,0,297
Latvia,12/10/2020,Gamma,0,0,297
Latvia,12/10/2020,Delta,0,0,297
Latvia,12/10/2020,Kappa,,,297
Latvia,12/10/2020,Epsilon,,,297
Latvia,12/10/2020,Eta,0,0,297
Latvia,12/10/2020,Iota,,,297
Latvia,12/10/2020,Lambda,,,297
Latvia,12/10/2020,Mu,,,297
Latvia,12/10/2020,S:677P.Pelican,,,297
Latvia,12/10/2020,S:677H.Robin1,,,297
Latvia,12/10/2020,others,239,80.47,297
Latvia,12/10/2020,non_who,297,100,297
Luxembourg,12/10/2020,B.1.160,13,38.24,34
Luxembourg,12/10/2020,B.1.620,0,0,34
Luxembourg,12/10/2020,B.1.258,0,0,34
Luxembourg,12/10/2020,B.1.221,2,5.88,34
Luxembourg,12/10/2020,B.1.1.302,,,34
Luxembourg,12/10/2020,B.1.1.277,,,34
Luxembourg,12/10/2020,B.1.1.519,0,0,34
Luxembourg,12/10/2020,B.1.367,,,34
Luxembourg,12/10/2020,B.1.177,10,29.41,34
Luxembourg,12/10/2020,Beta,0,0,34
Luxembourg,12/10/2020,Alpha,0,0,34
Luxembourg,12/10/2020,Gamma,0,0,34
Luxembourg,12/10/2020,Delta,0,0,34
Luxembourg,12/10/2020,Kappa,0,0,34
Luxembourg,12/10/2020,Epsilon,0,0,34
Luxembourg,12/10/2020,Eta,0,0,34
Luxembourg,12/10/2020,Iota,,,34
Luxembourg,12/10/2020,Lambda,,,34
Luxembourg,12/10/2020,Mu,0,0,34
Luxembourg,12/10/2020,S:677P.Pelican,,,34
Luxembourg,12/10/2020,S:677H.Robin1,,,34
Luxembourg,12/10/2020,others,9,26.47,34
Luxembourg,12/10/2020,non_who,34,100,34
Mexico,12/10/2020,B.1.160,,,81
Mexico,12/10/2020,B.1.620,,,81
Mexico,12/10/2020,B.1.258,0,0,81
Mexico,12/10/2020,B.1.221,,,81
Mexico,12/10/2020,B.1.1.302,,,81
Mexico,12/10/2020,B.1.1.277,,,81
Mexico,12/10/2020,B.1.1.519,0,0,81
Mexico,12/10/2020,B.1.367,,,81
Mexico,12/10/2020,B.1.177,0,0,81
Mexico,12/10/2020,Beta,0,0,81
Mexico,12/10/2020,Alpha,0,0,81
Mexico,12/10/2020,Gamma,0,0,81
Mexico,12/10/2020,Delta,0,0,81
Mexico,12/10/2020,Kappa,0,0,81
Mexico,12/10/2020,Epsilon,0,0,81
Mexico,12/10/2020,Eta,,,81
Mexico,12/10/2020,Iota,0,0,81
Mexico,12/10/2020,Lambda,0,0,81
Mexico,12/10/2020,Mu,0,0,81
Mexico,12/10/2020,S:677P.Pelican,0,0,81
Mexico,12/10/2020,S:677H.Robin1,0,0,81
Mexico,12/10/2020,others,81,100,81
Mexico,12/10/2020,non_who,81,100,81
Netherlands,12/10/2020,B.1.160,45,15.15,297
Netherlands,12/10/2020,B.1.620,0,0,297
Netherlands,12/10/2020,B.1.258,7,2.36,297
Netherlands,12/10/2020,B.1.221,92,30.98,297
Netherlands,12/10/2020,B.1.1.302,,,297
Netherlands,12/10/2020,B.1.1.277,0,0,297
Netherlands,12/10/2020,B.1.1.519,0,0,297
Netherlands,12/10/2020,B.1.367,1,0.34,297
Netherlands,12/10/2020,B.1.177,96,32.32,297
Netherlands,12/10/2020,Beta,0,0,297
Netherlands,12/10/2020,Alpha,0,0,297
Netherlands,12/10/2020,Gamma,0,0,297
Netherlands,12/10/2020,Delta,0,0,297
Netherlands,12/10/2020,Kappa,0,0,297
Netherlands,12/10/2020,Epsilon,0,0,297
Netherlands,12/10/2020,Eta,0,0,297
Netherlands,12/10/2020,Iota,0,0,297
Netherlands,12/10/2020,Lambda,0,0,297
Netherlands,12/10/2020,Mu,0,0,297
Netherlands,12/10/2020,S:677P.Pelican,,,297
Netherlands,12/10/2020,S:677H.Robin1,0,0,297
Netherlands,12/10/2020,others,56,18.85,297
Netherlands,12/10/2020,non_who,297,100,297
Norway,12/10/2020,B.1.160,22,14.1,156
Norway,12/10/2020,B.1.620,0,0,156
Norway,12/10/2020,B.1.258,9,5.77,156
Norway,12/10/2020,B.1.221,1,0.64,156
Norway,12/10/2020,B.1.1.302,0,0,156
Norway,12/10/2020,B.1.1.277,54,34.62,156
Norway,12/10/2020,B.1.1.519,,,156
Norway,12/10/2020,B.1.367,26,16.67,156
Norway,12/10/2020,B.1.177,10,6.41,156
Norway,12/10/2020,Beta,0,0,156
Norway,12/10/2020,Alpha,0,0,156
Norway,12/10/2020,Gamma,0,0,156
Norway,12/10/2020,Delta,0,0,156
Norway,12/10/2020,Kappa,0,0,156
Norway,12/10/2020,Epsilon,0,0,156
Norway,12/10/2020,Eta,0,0,156
Norway,12/10/2020,Iota,,,156
Norway,12/10/2020,Lambda,0,0,156
Norway,12/10/2020,Mu,,,156
Norway,12/10/2020,S:677P.Pelican,,,156
Norway,12/10/2020,S:677H.Robin1,,,156
Norway,12/10/2020,others,34,21.79,156
Norway,12/10/2020,non_who,156,100,156
Qatar,12/10/2020,B.1.160,0,0,34
Qatar,12/10/2020,B.1.620,,,34
Qatar,12/10/2020,B.1.258,,,34
Qatar,12/10/2020,B.1.221,,,34
Qatar,12/10/2020,B.1.1.302,,,34
Qatar,12/10/2020,B.1.1.277,,,34
Qatar,12/10/2020,B.1.1.519,,,34
Qatar,12/10/2020,B.1.367,,,34
Qatar,12/10/2020,B.1.177,,,34
Qatar,12/10/2020,Beta,0,0,34
Qatar,12/10/2020,Alpha,0,0,34
Qatar,12/10/2020,Gamma,,,34
Qatar,12/10/2020,Delta,0,0,34
Qatar,12/10/2020,Kappa,0,0,34
Qatar,12/10/2020,Epsilon,,,34
Qatar,12/10/2020,Eta,0,0,34
Qatar,12/10/2020,Iota,,,34
Qatar,12/10/2020,Lambda,,,34
Qatar,12/10/2020,Mu,,,34
Qatar,12/10/2020,S:677P.Pelican,,,34
Qatar,12/10/2020,S:677H.Robin1,0,0,34
Qatar,12/10/2020,others,34,100,34
Qatar,12/10/2020,non_who,34,100,34
Russia,12/10/2020,B.1.160,,,228
Russia,12/10/2020,B.1.620,,,228
Russia,12/10/2020,B.1.258,0,0,228
Russia,12/10/2020,B.1.221,,,228
Russia,12/10/2020,B.1.1.302,,,228
Russia,12/10/2020,B.1.1.277,,,228
Russia,12/10/2020,B.1.1.519,,,228
Russia,12/10/2020,B.1.367,,,228
Russia,12/10/2020,B.1.177,0,0,228
Russia,12/10/2020,Beta,0,0,228
Russia,12/10/2020,Alpha,0,0,228
Russia,12/10/2020,Gamma,,,228
Russia,12/10/2020,Delta,0,0,228
Russia,12/10/2020,Kappa,0,0,228
Russia,12/10/2020,Epsilon,,,228
Russia,12/10/2020,Eta,0,0,228
Russia,12/10/2020,Iota,,,228
Russia,12/10/2020,Lambda,,,228
Russia,12/10/2020,Mu,,,228
Russia,12/10/2020,S:677P.Pelican,,,228
Russia,12/10/2020,S:677H.Robin1,,,228
Russia,12/10/2020,others,228,100,228
Russia,12/10/2020,non_who,228,100,228
Slovenia,12/10/2020,B.1.160,88,26.83,328
Slovenia,12/10/2020,B.1.620,,,328
Slovenia,12/10/2020,B.1.258,107,32.62,328
Slovenia,12/10/2020,B.1.221,0,0,328
Slovenia,12/10/2020,B.1.1.302,,,328
Slovenia,12/10/2020,B.1.1.277,,,328
Slovenia,12/10/2020,B.1.1.519,0,0,328
Slovenia,12/10/2020,B.1.367,0,0,328
Slovenia,12/10/2020,B.1.177,9,2.74,328
Slovenia,12/10/2020,Beta,0,0,328
Slovenia,12/10/2020,Alpha,0,0,328
Slovenia,12/10/2020,Gamma,0,0,328
Slovenia,12/10/2020,Delta,0,0,328
Slovenia,12/10/2020,Kappa,0,0,328
Slovenia,12/10/2020,Epsilon,,,328
Slovenia,12/10/2020,Eta,0,0,328
Slovenia,12/10/2020,Iota,0,0,328
Slovenia,12/10/2020,Lambda,,,328
Slovenia,12/10/2020,Mu,,,328
Slovenia,12/10/2020,S:677P.Pelican,,,328
Slovenia,12/10/2020,S:677H.Robin1,,,328
Slovenia,12/10/2020,others,124,37.81,328
Slovenia,12/10/2020,non_who,328,100,328
South Africa,12/10/2020,B.1.160,,,298
South Africa,12/10/2020,B.1.620,,,298
South Africa,12/10/2020,B.1.258,,,298
South Africa,12/10/2020,B.1.221,,,298
South Africa,12/10/2020,B.1.1.302,,,298
South Africa,12/10/2020,B.1.1.277,,,298
South Africa,12/10/2020,B.1.1.519,,,298
South Africa,12/10/2020,B.1.367,,,298
South Africa,12/10/2020,B.1.177,,,298
South Africa,12/10/2020,Beta,58,19.46,298
South Africa,12/10/2020,Alpha,0,0,298
South Africa,12/10/2020,Gamma,,,298
South Africa,12/10/2020,Delta,0,0,298
South Africa,12/10/2020,Kappa,0,0,298
South Africa,12/10/2020,Epsilon,,,298
South Africa,12/10/2020,Eta,0,0,298
South Africa,12/10/2020,Iota,,,298
South Africa,12/10/2020,Lambda,,,298
South Africa,12/10/2020,Mu,,,298
South Africa,12/10/2020,S:677P.Pelican,,,298
South Africa,12/10/2020,S:677H.Robin1,,,298
South Africa,12/10/2020,others,240,80.54,298
South Africa,12/10/2020,non_who,240,80.54,298
South Korea,12/10/2020,B.1.160,0,0,57
South Korea,12/10/2020,B.1.620,0,0,57
South Korea,12/10/2020,B.1.258,0,0,57
South Korea,12/10/2020,B.1.221,0,0,57
South Korea,12/10/2020,B.1.1.302,,,57
South Korea,12/10/2020,B.1.1.277,,,57
South Korea,12/10/2020,B.1.1.519,0,0,57
South Korea,12/10/2020,B.1.367,,,57
South Korea,12/10/2020,B.1.177,9,15.79,57
South Korea,12/10/2020,Beta,0,0,57
South Korea,12/10/2020,Alpha,0,0,57
South Korea,12/10/2020,Gamma,0,0,57
South Korea,12/10/2020,Delta,0,0,57
South Korea,12/10/2020,Kappa,0,0,57
South Korea,12/10/2020,Epsilon,0,0,57
South Korea,12/10/2020,Eta,0,0,57
South Korea,12/10/2020,Iota,0,0,57
South Korea,12/10/2020,Lambda,,,57
South Korea,12/10/2020,Mu,0,0,57
South Korea,12/10/2020,S:677P.Pelican,,,57
South Korea,12/10/2020,S:677H.Robin1,,,57
South Korea,12/10/2020,others,48,84.21,57
South Korea,12/10/2020,non_who,57,100,57
Spain,12/10/2020,B.1.160,3,0.59,510
Spain,12/10/2020,B.1.620,0,0,510
Spain,12/10/2020,B.1.258,6,1.18,510
Spain,12/10/2020,B.1.221,10,1.96,510
Spain,12/10/2020,B.1.1.302,,,510
Spain,12/10/2020,B.1.1.277,0,0,510
Spain,12/10/2020,B.1.1.519,0,0,510
Spain,12/10/2020,B.1.367,0,0,510
Spain,12/10/2020,B.1.177,454,89.02,510
Spain,12/10/2020,Beta,0,0,510
Spain,12/10/2020,Alpha,0,0,510
Spain,12/10/2020,Gamma,0,0,510
Spain,12/10/2020,Delta,0,0,510
Spain,12/10/2020,Kappa,0,0,510
Spain,12/10/2020,Epsilon,0,0,510
Spain,12/10/2020,Eta,0,0,510
Spain,12/10/2020,Iota,0,0,510
Spain,12/10/2020,Lambda,0,0,510
Spain,12/10/2020,Mu,0,0,510
Spain,12/10/2020,S:677P.Pelican,,,510
Spain,12/10/2020,S:677H.Robin1,,,510
Spain,12/10/2020,others,37,7.25,510
Spain,12/10/2020,non_who,510,100,510
Sweden,12/10/2020,B.1.160,3,6.67,45
Sweden,12/10/2020,B.1.620,0,0,45
Sweden,12/10/2020,B.1.258,0,0,45
Sweden,12/10/2020,B.1.221,1,2.22,45
Sweden,12/10/2020,B.1.1.302,6,13.33,45
Sweden,12/10/2020,B.1.1.277,0,0,45
Sweden,12/10/2020,B.1.1.519,0,0,45
Sweden,12/10/2020,B.1.367,,,45
Sweden,12/10/2020,B.1.177,14,31.11,45
Sweden,12/10/2020,Beta,0,0,45
Sweden,12/10/2020,Alpha,1,2.22,45
Sweden,12/10/2020,Gamma,0,0,45
Sweden,12/10/2020,Delta,0,0,45
Sweden,12/10/2020,Kappa,0,0,45
Sweden,12/10/2020,Epsilon,0,0,45
Sweden,12/10/2020,Eta,0,0,45
Sweden,12/10/2020,Iota,0,0,45
Sweden,12/10/2020,Lambda,0,0,45
Sweden,12/10/2020,Mu,0,0,45
Sweden,12/10/2020,S:677P.Pelican,,,45
Sweden,12/10/2020,S:677H.Robin1,,,45
Sweden,12/10/2020,others,20,44.45,45
Sweden,12/10/2020,non_who,44,97.78,45
Switzerland,12/10/2020,B.1.160,95,21.21,448
Switzerland,12/10/2020,B.1.620,0,0,448
Switzerland,12/10/2020,B.1.258,13,2.9,448
Switzerland,12/10/2020,B.1.221,5,1.12,448
Switzerland,12/10/2020,B.1.1.302,,,448
Switzerland,12/10/2020,B.1.1.277,0,0,448
Switzerland,12/10/2020,B.1.1.519,0,0,448
Switzerland,12/10/2020,B.1.367,4,0.89,448
Switzerland,12/10/2020,B.1.177,140,31.25,448
Switzerland,12/10/2020,Beta,0,0,448
Switzerland,12/10/2020,Alpha,0,0,448
Switzerland,12/10/2020,Gamma,0,0,448
Switzerland,12/10/2020,Delta,0,0,448
Switzerland,12/10/2020,Kappa,0,0,448
Switzerland,12/10/2020,Epsilon,0,0,448
Switzerland,12/10/2020,Eta,0,0,448
Switzerland,12/10/2020,Iota,0,0,448
Switzerland,12/10/2020,Lambda,0,0,448
Switzerland,12/10/2020,Mu,0,0,448
Switzerland,12/10/2020,S:677P.Pelican,0,0,448
Switzerland,12/10/2020,S:677H.Robin1,,,448
Switzerland,12/10/2020,others,191,42.63,448
Switzerland,12/10/2020,non_who,448,100,448
United Kingdom,12/10/2020,B.1.160,346,2.99,11566
United Kingdom,12/10/2020,B.1.620,0,0,11566
United Kingdom,12/10/2020,B.1.258,430,3.72,11566
United Kingdom,12/10/2020,B.1.221,102,0.88,11566
United Kingdom,12/10/2020,B.1.1.302,2,0.02,11566
United Kingdom,12/10/2020,B.1.1.277,12,0.1,11566
United Kingdom,12/10/2020,B.1.1.519,0,0,11566
United Kingdom,12/10/2020,B.1.367,31,0.27,11566
United Kingdom,12/10/2020,B.1.177,6504,56.23,11566
United Kingdom,12/10/2020,Beta,0,0,11566
United Kingdom,12/10/2020,Alpha,7,0.06,11566
United Kingdom,12/10/2020,Gamma,0,0,11566
United Kingdom,12/10/2020,Delta,0,0,11566
United Kingdom,12/10/2020,Kappa,0,0,11566
United Kingdom,12/10/2020,Epsilon,0,0,11566
United Kingdom,12/10/2020,Eta,0,0,11566
United Kingdom,12/10/2020,Iota,0,0,11566
United Kingdom,12/10/2020,Lambda,0,0,11566
United Kingdom,12/10/2020,Mu,0,0,11566
United Kingdom,12/10/2020,S:677P.Pelican,0,0,11566
