location,date,variant,num_sequences,perc_sequences,num_sequences_total
Denmark,19/4/2021,non_who,189,2.68,7062
Djibouti,19/4/2021,B.1.160,0,0,37
Djibouti,19/4/2021,B.1.620,,,37
Djibouti,19/4/2021,B.1.258,,,37
Djibouti,19/4/2021,B.1.221,,,37
Djibouti,19/4/2021,B.1.1.302,,,37
Djibouti,19/4/2021,B.1.1.277,,,37
Djibouti,19/4/2021,B.1.1.519,,,37
Djibouti,19/4/2021,B.1.367,,,37
Djibouti,19/4/2021,B.1.177,,,37
Djibouti,19/4/2021,Beta,34,91.89,37
Djibouti,19/4/2021,Alpha,2,5.41,37
Djibouti,19/4/2021,Gamma,,,37
Djibouti,19/4/2021,Delta,,,37
Djibouti,19/4/2021,Kappa,,,37
Djibouti,19/4/2021,Epsilon,,,37
Djibouti,19/4/2021,Eta,0,0,37
Djibouti,19/4/2021,Iota,,,37
Djibouti,19/4/2021,Lambda,,,37
Djibouti,19/4/2021,Mu,,,37
Djibouti,19/4/2021,S:677P.Pelican,,,37
Djibouti,19/4/2021,S:677H.Robin1,,,37
Djibouti,19/4/2021,others,1,2.7,37
Djibouti,19/4/2021,non_who,1,2.7,37
Ecuador,19/4/2021,B.1.160,1,1.75,57
Ecuador,19/4/2021,B.1.620,,,57
Ecuador,19/4/2021,B.1.258,,,57
Ecuador,19/4/2021,B.1.221,,,57
Ecuador,19/4/2021,B.1.1.302,,,57
Ecuador,19/4/2021,B.1.1.277,,,57
Ecuador,19/4/2021,B.1.1.519,,,57
Ecuador,19/4/2021,B.1.367,,,57
Ecuador,19/4/2021,B.1.177,,,57
Ecuador,19/4/2021,Beta,,,57
Ecuador,19/4/2021,Alpha,13,22.81,57
Ecuador,19/4/2021,Gamma,6,10.53,57
Ecuador,19/4/2021,Delta,0,0,57
Ecuador,19/4/2021,Kappa,,,57
Ecuador,19/4/2021,Epsilon,,,57
Ecuador,19/4/2021,Eta,,,57
Ecuador,19/4/2021,Iota,12,21.05,57
Ecuador,19/4/2021,Lambda,10,17.54,57
Ecuador,19/4/2021,Mu,0,0,57
Ecuador,19/4/2021,S:677P.Pelican,,,57
Ecuador,19/4/2021,S:677H.Robin1,,,57
Ecuador,19/4/2021,others,15,26.32,57
Ecuador,19/4/2021,non_who,16,28.07,57
Estonia,19/4/2021,B.1.160,0,0,368
Estonia,19/4/2021,B.1.620,,,368
Estonia,19/4/2021,B.1.258,3,0.82,368
Estonia,19/4/2021,B.1.221,2,0.54,368
Estonia,19/4/2021,B.1.1.302,,,368
Estonia,19/4/2021,B.1.1.277,,,368
Estonia,19/4/2021,B.1.1.519,,,368
Estonia,19/4/2021,B.1.367,,,368
Estonia,19/4/2021,B.1.177,2,0.54,368
Estonia,19/4/2021,Beta,3,0.82,368
Estonia,19/4/2021,Alpha,356,96.74,368
Estonia,19/4/2021,Gamma,,,368
Estonia,19/4/2021,Delta,0,0,368
Estonia,19/4/2021,Kappa,,,368
Estonia,19/4/2021,Epsilon,,,368
Estonia,19/4/2021,Eta,0,0,368
Estonia,19/4/2021,Iota,,,368
Estonia,19/4/2021,Lambda,,,368
Estonia,19/4/2021,Mu,,,368
Estonia,19/4/2021,S:677P.Pelican,,,368
Estonia,19/4/2021,S:677H.Robin1,,,368
Estonia,19/4/2021,others,2,0.54,368
Estonia,19/4/2021,non_who,9,2.44,368
Finland,19/4/2021,B.1.160,0,0,698
Finland,19/4/2021,B.1.620,0,0,698
Finland,19/4/2021,B.1.258,1,0.14,698
Finland,19/4/2021,B.1.221,0,0,698
Finland,19/4/2021,B.1.1.302,0,0,698
Finland,19/4/2021,B.1.1.277,0,0,698
Finland,19/4/2021,B.1.1.519,0,0,698
Finland,19/4/2021,B.1.367,,,698
Finland,19/4/2021,B.1.177,9,1.29,698
Finland,19/4/2021,Beta,177,25.36,698
Finland,19/4/2021,Alpha,475,68.05,698
Finland,19/4/2021,Gamma,0,0,698
Finland,19/4/2021,Delta,2,0.29,698
Finland,19/4/2021,Kappa,0,0,698
Finland,19/4/2021,Epsilon,0,0,698
Finland,19/4/2021,Eta,2,0.29,698
Finland,19/4/2021,Iota,,,698
Finland,19/4/2021,Lambda,,,698
Finland,19/4/2021,Mu,0,0,698
Finland,19/4/2021,S:677P.Pelican,,,698
Finland,19/4/2021,S:677H.Robin1,,,698
Finland,19/4/2021,others,32,4.58,698
Finland,19/4/2021,non_who,42,6.01,698
France,19/4/2021,B.1.160,57,1.15,4945
France,19/4/2021,B.1.620,30,0.61,4945
France,19/4/2021,B.1.258,1,0.02,4945
France,19/4/2021,B.1.221,2,0.04,4945
France,19/4/2021,B.1.1.302,,,4945
France,19/4/2021,B.1.1.277,0,0,4945
France,19/4/2021,B.1.1.519,2,0.04,4945
France,19/4/2021,B.1.367,1,0.02,4945
France,19/4/2021,B.1.177,22,0.44,4945
France,19/4/2021,Beta,513,10.37,4945
France,19/4/2021,Alpha,3795,76.74,4945
France,19/4/2021,Gamma,189,3.82,4945
France,19/4/2021,Delta,4,0.08,4945
France,19/4/2021,Kappa,2,0.04,4945
France,19/4/2021,Epsilon,0,0,4945
France,19/4/2021,Eta,155,3.13,4945
France,19/4/2021,Iota,1,0.02,4945
France,19/4/2021,Lambda,2,0.04,4945
France,19/4/2021,Mu,0,0,4945
France,19/4/2021,S:677P.Pelican,,,4945
France,19/4/2021,S:677H.Robin1,,,4945
France,19/4/2021,others,169,3.44,4945
France,19/4/2021,non_who,284,5.76,4945
Germany,19/4/2021,B.1.160,11,0.06,19278
Germany,19/4/2021,B.1.620,8,0.04,19278
Germany,19/4/2021,B.1.258,49,0.25,19278
Germany,19/4/2021,B.1.221,31,0.16,19278
Germany,19/4/2021,B.1.1.302,,,19278
Germany,19/4/2021,B.1.1.277,0,0,19278
Germany,19/4/2021,B.1.1.519,0,0,19278
Germany,19/4/2021,B.1.367,0,0,19278
Germany,19/4/2021,B.1.177,163,0.85,19278
Germany,19/4/2021,Beta,383,1.99,19278
Germany,19/4/2021,Alpha,18026,93.51,19278
Germany,19/4/2021,Gamma,49,0.25,19278
Germany,19/4/2021,Delta,30,0.16,19278
Germany,19/4/2021,Kappa,16,0.08,19278
Germany,19/4/2021,Epsilon,0,0,19278
Germany,19/4/2021,Eta,132,0.68,19278
Germany,19/4/2021,Iota,7,0.04,19278
Germany,19/4/2021,Lambda,12,0.06,19278
Germany,19/4/2021,Mu,0,0,19278
Germany,19/4/2021,S:677P.Pelican,,,19278
Germany,19/4/2021,S:677H.Robin1,,,19278
Germany,19/4/2021,others,361,1.87,19278
Germany,19/4/2021,non_who,623,3.23,19278
Ghana,19/4/2021,B.1.160,,,79
Ghana,19/4/2021,B.1.620,1,1.27,79
Ghana,19/4/2021,B.1.258,0,0,79
Ghana,19/4/2021,B.1.221,,,79
Ghana,19/4/2021,B.1.1.302,,,79
Ghana,19/4/2021,B.1.1.277,,,79
Ghana,19/4/2021,B.1.1.519,,,79
Ghana,19/4/2021,B.1.367,,,79
Ghana,19/4/2021,B.1.177,0,0,79
Ghana,19/4/2021,Beta,5,6.33,79
Ghana,19/4/2021,Alpha,35,44.3,79
Ghana,19/4/2021,Gamma,0,0,79
Ghana,19/4/2021,Delta,1,1.27,79
Ghana,19/4/2021,Kappa,4,5.06,79
Ghana,19/4/2021,Epsilon,,,79
Ghana,19/4/2021,Eta,9,11.39,79
Ghana,19/4/2021,Iota,1,1.27,79
Ghana,19/4/2021,Lambda,,,79
Ghana,19/4/2021,Mu,,,79
Ghana,19/4/2021,S:677P.Pelican,,,79
Ghana,19/4/2021,S:677H.Robin1,,,79
Ghana,19/4/2021,others,23,29.11,79
Ghana,19/4/2021,non_who,24,30.38,79
Greece,19/4/2021,B.1.160,0,0,609
Greece,19/4/2021,B.1.620,,,609
Greece,19/4/2021,B.1.258,0,0,609
Greece,19/4/2021,B.1.221,1,0.16,609
Greece,19/4/2021,B.1.1.302,,,609
Greece,19/4/2021,B.1.1.277,0,0,609
Greece,19/4/2021,B.1.1.519,,,609
Greece,19/4/2021,B.1.367,0,0,609
Greece,19/4/2021,B.1.177,6,0.99,609
Greece,19/4/2021,Beta,5,0.82,609
Greece,19/4/2021,Alpha,538,88.34,609
Greece,19/4/2021,Gamma,0,0,609
Greece,19/4/2021,Delta,0,0,609
Greece,19/4/2021,Kappa,1,0.16,609
Greece,19/4/2021,Epsilon,,,609
Greece,19/4/2021,Eta,1,0.16,609
Greece,19/4/2021,Iota,,,609
Greece,19/4/2021,Lambda,,,609
Greece,19/4/2021,Mu,,,609
Greece,19/4/2021,S:677P.Pelican,,,609
Greece,19/4/2021,S:677H.Robin1,,,609
Greece,19/4/2021,others,57,9.37,609
Greece,19/4/2021,non_who,64,10.52,609
Hong Kong,19/4/2021,B.1.160,0,0,66
Hong Kong,19/4/2021,B.1.620,0,0,66
Hong Kong,19/4/2021,B.1.258,0,0,66
Hong Kong,19/4/2021,B.1.221,,,66
Hong Kong,19/4/2021,B.1.1.302,,,66
Hong Kong,19/4/2021,B.1.1.277,,,66
Hong Kong,19/4/2021,B.1.1.519,,,66
Hong Kong,19/4/2021,B.1.367,,,66
Hong Kong,19/4/2021,B.1.177,0,0,66
Hong Kong,19/4/2021,Beta,21,31.82,66
Hong Kong,19/4/2021,Alpha,3,4.55,66
Hong Kong,19/4/2021,Gamma,,,66
Hong Kong,19/4/2021,Delta,8,12.12,66
Hong Kong,19/4/2021,Kappa,12,18.18,66
Hong Kong,19/4/2021,Epsilon,,,66
Hong Kong,19/4/2021,Eta,,,66
Hong Kong,19/4/2021,Iota,,,66
Hong Kong,19/4/2021,Lambda,,,66
Hong Kong,19/4/2021,Mu,0,0,66
Hong Kong,19/4/2021,S:677P.Pelican,,,66
Hong Kong,19/4/2021,S:677H.Robin1,,,66
Hong Kong,19/4/2021,others,22,33.33,66
Hong Kong,19/4/2021,non_who,22,33.33,66
Iceland,19/4/2021,B.1.160,0,0,88
Iceland,19/4/2021,B.1.620,,,88
Iceland,19/4/2021,B.1.258,1,1.14,88
Iceland,19/4/2021,B.1.221,0,0,88
Iceland,19/4/2021,B.1.1.302,,,88
Iceland,19/4/2021,B.1.1.277,0,0,88
Iceland,19/4/2021,B.1.1.519,0,0,88
Iceland,19/4/2021,B.1.367,0,0,88
Iceland,19/4/2021,B.1.177,0,0,88
Iceland,19/4/2021,Beta,0,0,88
Iceland,19/4/2021,Alpha,85,96.59,88
Iceland,19/4/2021,Gamma,0,0,88
Iceland,19/4/2021,Delta,0,0,88
Iceland,19/4/2021,Kappa,,,88
Iceland,19/4/2021,Epsilon,,,88
Iceland,19/4/2021,Eta,0,0,88
Iceland,19/4/2021,Iota,0,0,88
Iceland,19/4/2021,Lambda,,,88
Iceland,19/4/2021,Mu,,,88
Iceland,19/4/2021,S:677P.Pelican,,,88
Iceland,19/4/2021,S:677H.Robin1,,,88
Iceland,19/4/2021,others,2,2.27,88
Iceland,19/4/2021,non_who,3,3.41,88
India,19/4/2021,B.1.160,0,0,6258
India,19/4/2021,B.1.620,0,0,6258
India,19/4/2021,B.1.258,0,0,6258
India,19/4/2021,B.1.221,,,6258
India,19/4/2021,B.1.1.302,,,6258
India,19/4/2021,B.1.1.277,,,6258
India,19/4/2021,B.1.1.519,,,6258
India,19/4/2021,B.1.367,,,6258
India,19/4/2021,B.1.177,0,0,6258
India,19/4/2021,Beta,36,0.58,6258
India,19/4/2021,Alpha,602,9.62,6258
India,19/4/2021,Gamma,0,0,6258
India,19/4/2021,Delta,3575,57.13,6258
India,19/4/2021,Kappa,1174,18.76,6258
India,19/4/2021,Epsilon,0,0,6258
India,19/4/2021,Eta,22,0.35,6258
India,19/4/2021,Iota,0,0,6258
India,19/4/2021,Lambda,,,6258
India,19/4/2021,Mu,,,6258
India,19/4/2021,S:677P.Pelican,0,0,6258
India,19/4/2021,S:677H.Robin1,,,6258
India,19/4/2021,others,849,13.56,6258
India,19/4/2021,non_who,849,13.56,6258
Indonesia,19/4/2021,B.1.160,,,169
Indonesia,19/4/2021,B.1.620,0,0,169
Indonesia,19/4/2021,B.1.258,,,169
Indonesia,19/4/2021,B.1.221,,,169
Indonesia,19/4/2021,B.1.1.302,,,169
Indonesia,19/4/2021,B.1.1.277,,,169
Indonesia,19/4/2021,B.1.1.519,,,169
Indonesia,19/4/2021,B.1.367,,,169
Indonesia,19/4/2021,B.1.177,0,0,169
Indonesia,19/4/2021,Beta,1,0.59,169
Indonesia,19/4/2021,Alpha,2,1.18,169
Indonesia,19/4/2021,Gamma,,,169
Indonesia,19/4/2021,Delta,11,6.51,169
Indonesia,19/4/2021,Kappa,0,0,169
Indonesia,19/4/2021,Epsilon,,,169
Indonesia,19/4/2021,Eta,0,0,169
Indonesia,19/4/2021,Iota,,,169
Indonesia,19/4/2021,Lambda,,,169
Indonesia,19/4/2021,Mu,,,169
Indonesia,19/4/2021,S:677P.Pelican,,,169
Indonesia,19/4/2021,S:677H.Robin1,,,169
Indonesia,19/4/2021,others,155,91.72,169
Indonesia,19/4/2021,non_who,155,91.72,169
Ireland,19/4/2021,B.1.160,0,0,1409
Ireland,19/4/2021,B.1.620,1,0.07,1409
Ireland,19/4/2021,B.1.258,0,0,1409
Ireland,19/4/2021,B.1.221,0,0,1409
Ireland,19/4/2021,B.1.1.302,,,1409
Ireland,19/4/2021,B.1.1.277,,,1409
Ireland,19/4/2021,B.1.1.519,,,1409
Ireland,19/4/2021,B.1.367,0,0,1409
Ireland,19/4/2021,B.1.177,5,0.35,1409
Ireland,19/4/2021,Beta,5,0.35,1409
Ireland,19/4/2021,Alpha,1296,91.98,1409
Ireland,19/4/2021,Gamma,3,0.21,1409
Ireland,19/4/2021,Delta,11,0.78,1409
Ireland,19/4/2021,Kappa,8,0.57,1409
Ireland,19/4/2021,Epsilon,0,0,1409
Ireland,19/4/2021,Eta,7,0.5,1409
Ireland,19/4/2021,Iota,1,0.07,1409
Ireland,19/4/2021,Lambda,0,0,1409
Ireland,19/4/2021,Mu,0,0,1409
Ireland,19/4/2021,S:677P.Pelican,,,1409
Ireland,19/4/2021,S:677H.Robin1,,,1409
Ireland,19/4/2021,others,72,5.12,1409
Ireland,19/4/2021,non_who,78,5.54,1409
Israel,19/4/2021,B.1.160,0,0,480
Israel,19/4/2021,B.1.620,,,480
Israel,19/4/2021,B.1.258,0,0,480
Israel,19/4/2021,B.1.221,0,0,480
Israel,19/4/2021,B.1.1.302,,,480
Israel,19/4/2021,B.1.1.277,,,480
Israel,19/4/2021,B.1.1.519,0,0,480
Israel,19/4/2021,B.1.367,,,480
Israel,19/4/2021,B.1.177,0,0,480
Israel,19/4/2021,Beta,0,0,480
Israel,19/4/2021,Alpha,424,88.33,480
Israel,19/4/2021,Gamma,5,1.04,480
Israel,19/4/2021,Delta,28,5.83,480
Israel,19/4/2021,Kappa,0,0,480
Israel,19/4/2021,Epsilon,0,0,480
Israel,19/4/2021,Eta,0,0,480
Israel,19/4/2021,Iota,1,0.21,480
Israel,19/4/2021,Lambda,0,0,480
Israel,19/4/2021,Mu,0,0,480
Israel,19/4/2021,S:677P.Pelican,,,480
Israel,19/4/2021,S:677H.Robin1,,,480
Israel,19/4/2021,others,22,4.59,480
Israel,19/4/2021,non_who,22,4.59,480
Italy,19/4/2021,B.1.160,0,0,3711
Italy,19/4/2021,B.1.620,1,0.03,3711
Italy,19/4/2021,B.1.258,7,0.19,3711
Italy,19/4/2021,B.1.221,0,0,3711
Italy,19/4/2021,B.1.1.302,,,3711
Italy,19/4/2021,B.1.1.277,0,0,3711
Italy,19/4/2021,B.1.1.519,0,0,3711
Italy,19/4/2021,B.1.367,0,0,3711
Italy,19/4/2021,B.1.177,33,0.89,3711
Italy,19/4/2021,Beta,12,0.32,3711
Italy,19/4/2021,Alpha,3373,90.89,3711
Italy,19/4/2021,Gamma,175,4.72,3711
Italy,19/4/2021,Delta,6,0.16,3711
Italy,19/4/2021,Kappa,1,0.03,3711
Italy,19/4/2021,Epsilon,0,0,3711
Italy,19/4/2021,Eta,45,1.21,3711
Italy,19/4/2021,Iota,1,0.03,3711
Italy,19/4/2021,Lambda,0,0,3711
Italy,19/4/2021,Mu,1,0.03,3711
Italy,19/4/2021,S:677P.Pelican,,,3711
Italy,19/4/2021,S:677H.Robin1,,,3711
Italy,19/4/2021,others,56,1.5,3711
Italy,19/4/2021,non_who,97,2.61,3711
Japan,19/4/2021,B.1.160,0,0,5360
Japan,19/4/2021,B.1.620,,,5360
Japan,19/4/2021,B.1.258,0,0,5360
Japan,19/4/2021,B.1.221,0,0,5360
Japan,19/4/2021,B.1.1.302,0,0,5360
Japan,19/4/2021,B.1.1.277,0,0,5360
Japan,19/4/2021,B.1.1.519,0,0,5360
Japan,19/4/2021,B.1.367,,,5360
Japan,19/4/2021,B.1.177,0,0,5360
Japan,19/4/2021,Beta,15,0.28,5360
Japan,19/4/2021,Alpha,3463,64.61,5360
Japan,19/4/2021,Gamma,9,0.17,5360
Japan,19/4/2021,Delta,19,0.35,5360
Japan,19/4/2021,Kappa,6,0.11,5360
Japan,19/4/2021,Epsilon,1,0.02,5360
Japan,19/4/2021,Eta,1,0.02,5360
Japan,19/4/2021,Iota,0,0,5360
Japan,19/4/2021,Lambda,0,0,5360
Japan,19/4/2021,Mu,0,0,5360
Japan,19/4/2021,S:677P.Pelican,,,5360
Japan,19/4/2021,S:677H.Robin1,0,0,5360
Japan,19/4/2021,others,1846,34.44,5360
Japan,19/4/2021,non_who,1846,34.44,5360
Kazakhstan,19/4/2021,B.1.160,,,35
Kazakhstan,19/4/2021,B.1.620,,,35
Kazakhstan,19/4/2021,B.1.258,,,35
Kazakhstan,19/4/2021,B.1.221,,,35
Kazakhstan,19/4/2021,B.1.1.302,,,35
Kazakhstan,19/4/2021,B.1.1.277,,,35
Kazakhstan,19/4/2021,B.1.1.519,,,35
Kazakhstan,19/4/2021,B.1.367,,,35
Kazakhstan,19/4/2021,B.1.177,0,0,35
Kazakhstan,19/4/2021,Beta,,,35
Kazakhstan,19/4/2021,Alpha,35,100,35
Kazakhstan,19/4/2021,Gamma,,,35
Kazakhstan,19/4/2021,Delta,0,0,35
Kazakhstan,19/4/2021,Kappa,,,35
Kazakhstan,19/4/2021,Epsilon,,,35
Kazakhstan,19/4/2021,Eta,,,35
Kazakhstan,19/4/2021,Iota,,,35
Kazakhstan,19/4/2021,Lambda,,,35
Kazakhstan,19/4/2021,Mu,,,35
Kazakhstan,19/4/2021,S:677P.Pelican,,,35
Kazakhstan,19/4/2021,S:677H.Robin1,,,35
Kazakhstan,19/4/2021,others,0,0,35
Kazakhstan,19/4/2021,non_who,0,0,35
Kenya,19/4/2021,B.1.160,0,0,120
Kenya,19/4/2021,B.1.620,,,120
Kenya,19/4/2021,B.1.258,,,120
Kenya,19/4/2021,B.1.221,,,120
Kenya,19/4/2021,B.1.1.302,,,120
Kenya,19/4/2021,B.1.1.277,,,120
Kenya,19/4/2021,B.1.1.519,,,120
Kenya,19/4/2021,B.1.367,,,120
Kenya,19/4/2021,B.1.177,0,0,120
Kenya,19/4/2021,Beta,20,16.67,120
Kenya,19/4/2021,Alpha,89,74.17,120
Kenya,19/4/2021,Gamma,,,120
Kenya,19/4/2021,Delta,7,5.83,120
Kenya,19/4/2021,Kappa,1,0.83,120
Kenya,19/4/2021,Epsilon,,,120
Kenya,19/4/2021,Eta,1,0.83,120
Kenya,19/4/2021,Iota,,,120
Kenya,19/4/2021,Lambda,,,120
Kenya,19/4/2021,Mu,,,120
Kenya,19/4/2021,S:677P.Pelican,,,120
Kenya,19/4/2021,S:677H.Robin1,,,120
Kenya,19/4/2021,others,2,1.67,120
Kenya,19/4/2021,non_who,2,1.67,120
Latvia,19/4/2021,B.1.160,1,0.13,750
Latvia,19/4/2021,B.1.620,,,750
Latvia,19/4/2021,B.1.258,1,0.13,750
Latvia,19/4/2021,B.1.221,0,0,750
Latvia,19/4/2021,B.1.1.302,0,0,750
Latvia,19/4/2021,B.1.1.277,0,0,750
Latvia,19/4/2021,B.1.1.519,,,750
Latvia,19/4/2021,B.1.367,,,750
Latvia,19/4/2021,B.1.177,67,8.93,750
Latvia,19/4/2021,Beta,0,0,750
Latvia,19/4/2021,Alpha,638,85.07,750
Latvia,19/4/2021,Gamma,0,0,750
Latvia,19/4/2021,Delta,0,0,750
Latvia,19/4/2021,Kappa,,,750
Latvia,19/4/2021,Epsilon,,,750
Latvia,19/4/2021,Eta,0,0,750
Latvia,19/4/2021,Iota,,,750
Latvia,19/4/2021,Lambda,,,750
Latvia,19/4/2021,Mu,,,750
Latvia,19/4/2021,S:677P.Pelican,,,750
Latvia,19/4/2021,S:677H.Robin1,,,750
Latvia,19/4/2021,others,43,5.74,750
Latvia,19/4/2021,non_who,112,14.93,750
Lebanon,19/4/2021,B.1.160,,,77
Lebanon,19/4/2021,B.1.620,,,77
Lebanon,19/4/2021,B.1.258,0,0,77
Lebanon,19/4/2021,B.1.221,,,77
Lebanon,19/4/2021,B.1.1.302,,,77
Lebanon,19/4/2021,B.1.1.277,,,77
Lebanon,19/4/2021,B.1.1.519,,,77
Lebanon,19/4/2021,B.1.367,,,77
Lebanon,19/4/2021,B.1.177,0,0,77
Lebanon,19/4/2021,Beta,,,77
Lebanon,19/4/2021,Alpha,77,100,77
Lebanon,19/4/2021,Gamma,,,77
Lebanon,19/4/2021,Delta,0,0,77
Lebanon,19/4/2021,Kappa,,,77
Lebanon,19/4/2021,Epsilon,,,77
Lebanon,19/4/2021,Eta,,,77
Lebanon,19/4/2021,Iota,,,77
Lebanon,19/4/2021,Lambda,,,77
Lebanon,19/4/2021,Mu,,,77
Lebanon,19/4/2021,S:677P.Pelican,,,77
Lebanon,19/4/2021,S:677H.Robin1,,,77
Lebanon,19/4/2021,others,0,0,77
Lebanon,19/4/2021,non_who,0,0,77
Lithuania,19/4/2021,B.1.160,,,1710
Lithuania,19/4/2021,B.1.620,45,2.63,1710
Lithuania,19/4/2021,B.1.258,0,0,1710
Lithuania,19/4/2021,B.1.221,1,0.06,1710
Lithuania,19/4/2021,B.1.1.302,,,1710
Lithuania,19/4/2021,B.1.1.277,0,0,1710
Lithuania,19/4/2021,B.1.1.519,0,0,1710
Lithuania,19/4/2021,B.1.367,,,1710
Lithuania,19/4/2021,B.1.177,103,6.02,1710
Lithuania,19/4/2021,Beta,1,0.06,1710
Lithuania,19/4/2021,Alpha,1528,89.36,1710
Lithuania,19/4/2021,Gamma,2,0.12,1710
Lithuania,19/4/2021,Delta,0,0,1710
Lithuania,19/4/2021,Kappa,,,1710
Lithuania,19/4/2021,Epsilon,,,1710
Lithuania,19/4/2021,Eta,0,0,1710
Lithuania,19/4/2021,Iota,0,0,1710
Lithuania,19/4/2021,Lambda,,,1710
Lithuania,19/4/2021,Mu,,,1710
Lithuania,19/4/2021,S:677P.Pelican,,,1710
Lithuania,19/4/2021,S:677H.Robin1,,,1710
Lithuania,19/4/2021,others,30,1.75,1710
Lithuania,19/4/2021,non_who,179,10.46,1710
Luxembourg,19/4/2021,B.1.160,1,0.1,1043
Luxembourg,19/4/2021,B.1.620,0,0,1043
Luxembourg,19/4/2021,B.1.258,0,0,1043
Luxembourg,19/4/2021,B.1.221,0,0,1043
Luxembourg,19/4/2021,B.1.1.302,,,1043
Luxembourg,19/4/2021,B.1.1.277,,,1043
Luxembourg,19/4/2021,B.1.1.519,0,0,1043
Luxembourg,19/4/2021,B.1.367,,,1043
Luxembourg,19/4/2021,B.1.177,4,0.38,1043
Luxembourg,19/4/2021,Beta,133,12.75,1043
Luxembourg,19/4/2021,Alpha,870,83.41,1043
Luxembourg,19/4/2021,Gamma,11,1.05,1043
Luxembourg,19/4/2021,Delta,3,0.29,1043
Luxembourg,19/4/2021,Kappa,4,0.38,1043
Luxembourg,19/4/2021,Epsilon,0,0,1043
Luxembourg,19/4/2021,Eta,5,0.48,1043
Luxembourg,19/4/2021,Iota,,,1043
Luxembourg,19/4/2021,Lambda,,,1043
Luxembourg,19/4/2021,Mu,0,0,1043
Luxembourg,19/4/2021,S:677P.Pelican,,,1043
Luxembourg,19/4/2021,S:677H.Robin1,,,1043
Luxembourg,19/4/2021,others,12,1.16,1043
Luxembourg,19/4/2021,non_who,17,1.64,1043
Madagascar,19/4/2021,B.1.160,0,0,113
Madagascar,19/4/2021,B.1.620,,,113
Madagascar,19/4/2021,B.1.258,,,113
Madagascar,19/4/2021,B.1.221,,,113
Madagascar,19/4/2021,B.1.1.302,,,113
Madagascar,19/4/2021,B.1.1.277,,,113
Madagascar,19/4/2021,B.1.1.519,,,113
Madagascar,19/4/2021,B.1.367,,,113
Madagascar,19/4/2021,B.1.177,,,113
Madagascar,19/4/2021,Beta,95,84.07,113
Madagascar,19/4/2021,Alpha,17,15.04,113
Madagascar,19/4/2021,Gamma,,,113
Madagascar,19/4/2021,Delta,,,113
Madagascar,19/4/2021,Kappa,,,113
Madagascar,19/4/2021,Epsilon,,,113
Madagascar,19/4/2021,Eta,,,113
Madagascar,19/4/2021,Iota,,,113
Madagascar,19/4/2021,Lambda,,,113
Madagascar,19/4/2021,Mu,,,113
Madagascar,19/4/2021,S:677P.Pelican,,,113
Madagascar,19/4/2021,S:677H.Robin1,,,113
Madagascar,19/4/2021,others,1,0.89,113
Madagascar,19/4/2021,non_who,1,0.89,113
Malawi,19/4/2021,B.1.160,,,39
Malawi,19/4/2021,B.1.620,,,39
Malawi,19/4/2021,B.1.258,,,39
Malawi,19/4/2021,B.1.221,,,39
Malawi,19/4/2021,B.1.1.302,,,39
Malawi,19/4/2021,B.1.1.277,,,39
Malawi,19/4/2021,B.1.1.519,,,39
Malawi,19/4/2021,B.1.367,,,39
Malawi,19/4/2021,B.1.177,,,39
Malawi,19/4/2021,Beta,37,94.87,39
Malawi,19/4/2021,Alpha,0,0,39
Malawi,19/4/2021,Gamma,,,39
Malawi,19/4/2021,Delta,2,5.13,39
Malawi,19/4/2021,Kappa,,,39
Malawi,19/4/2021,Epsilon,,,39
Malawi,19/4/2021,Eta,,,39
Malawi,19/4/2021,Iota,,,39
Malawi,19/4/2021,Lambda,,,39
Malawi,19/4/2021,Mu,,,39
Malawi,19/4/2021,S:677P.Pelican,,,39
Malawi,19/4/2021,S:677H.Robin1,,,39
Malawi,19/4/2021,others,0,0,39
Malawi,19/4/2021,non_who,0,0,39
Malaysia,19/4/2021,B.1.160,,,196
Malaysia,19/4/2021,B.1.620,,,196
Malaysia,19/4/2021,B.1.258,,,196
Malaysia,19/4/2021,B.1.221,,,196
Malaysia,19/4/2021,B.1.1.302,,,196
Malaysia,19/4/2021,B.1.1.277,,,196
Malaysia,19/4/2021,B.1.1.519,,,196
Malaysia,19/4/2021,B.1.367,,,196
Malaysia,19/4/2021,B.1.177,0,0,196
Malaysia,19/4/2021,Beta,55,28.06,196
Malaysia,19/4/2021,Alpha,17,8.67,196
Malaysia,19/4/2021,Gamma,,,196
Malaysia,19/4/2021,Delta,0,0,196
Malaysia,19/4/2021,Kappa,1,0.51,196
Malaysia,19/4/2021,Epsilon,,,196
Malaysia,19/4/2021,Eta,1,0.51,196
Malaysia,19/4/2021,Iota,,,196
Malaysia,19/4/2021,Lambda,,,196
Malaysia,19/4/2021,Mu,,,196
Malaysia,19/4/2021,S:677P.Pelican,,,196
Malaysia,19/4/2021,S:677H.Robin1,,,196
Malaysia,19/4/2021,others,122,62.25,196
Malaysia,19/4/2021,non_who,122,62.25,196
Malta,19/4/2021,B.1.160,,,32
Malta,19/4/2021,B.1.620,,,32
Malta,19/4/2021,B.1.258,,,32
Malta,19/4/2021,B.1.221,,,32
Malta,19/4/2021,B.1.1.302,,,32
Malta,19/4/2021,B.1.1.277,,,32
Malta,19/4/2021,B.1.1.519,,,32
Malta,19/4/2021,B.1.367,,,32
Malta,19/4/2021,B.1.177,0,0,32
