country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Spain,ES,2020-40,GISAID,65146,262,0.4,Yes,Other,261,261,100
Spain,ES,2020-40,TESSy,65146,35,0.1,Yes,Other,25,32,78.1
Sweden,SE,2020-40,GISAID,3642,20,0.5,Yes,Other,20,20,100
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,P.1,0,4,0
Belgium,BE,2020-40,GISAID,18895,18,0.1,Yes,P.1,0,18,0
Bulgaria,BG,2020-40,GISAID,1532,2,0.1,Yes,P.1,0,2,0
Croatia,HR,2020-40,GISAID,1462,11,0.8,Yes,P.1,0,11,0
Cyprus,CY,2020-40,GISAID,133,7,5.3,Yes,P.1,0,7,0
Czechia,CZ,2020-40,GISAID,17865,32,0.2,Yes,P.1,0,32,0
Denmark,DK,2020-40,GISAID,3043,434,14.3,Yes,P.1,0,434,0
Estonia,EE,2020-40,GISAID,407,33,8.1,Yes,P.1,0,32,0
Finland,FI,2020-40,GISAID,856,128,15,Yes,P.1,0,128,0
France,FR,2020-40,GISAID,79885,203,0.3,Yes,P.1,0,193,0
Germany,DE,2020-40,GISAID,15287,157,1,Yes,P.1,0,153,0
Greece,EL,2020-40,GISAID,2398,12,0.5,Yes,P.1,0,12,0
Hungary,HU,2020-40,GISAID,6764,75,1.1,Yes,P.1,0,75,0
Iceland,IS,2020-40,GISAID,298,298,100,Yes,P.1,0,296,0
Ireland,IE,2020-40,GISAID,3042,16,0.5,Yes,P.1,0,16,0
Italy,IT,2020-40,GISAID,15459,57,0.4,Yes,P.1,0,57,0
Italy,IT,2020-40,TESSy,15459,309,2,Yes,P.1,1,309,0.3
Latvia,LV,2020-40,GISAID,410,212,51.7,Yes,P.1,0,212,0
Liechtenstein,LI,2020-40,GISAID,9,0,0,Yes,P.1,0,0,
Lithuania,LT,2020-40,GISAID,800,3,0.4,Yes,P.1,0,3,0
Luxembourg,LU,2020-40,GISAID,352,12,3.4,Yes,P.1,0,12,0
Malta,MT,2020-40,GISAID,311,0,0,Yes,P.1,0,0,
Netherlands,NL,2020-40,GISAID,24239,136,0.6,Yes,P.1,0,136,0
Norway,NO,2020-40,GISAID,743,87,11.7,Yes,P.1,0,87,0
Poland,PL,2020-40,GISAID,10810,2,0,Yes,P.1,0,2,0
Portugal,PT,2020-40,GISAID,4643,0,0,Yes,P.1,0,0,
Romania,RO,2020-40,GISAID,11392,4,0,Yes,P.1,0,4,0
Slovakia,SK,2020-40,GISAID,4238,0,0,Yes,P.1,0,0,
Slovenia,SI,2020-40,GISAID,1277,98,7.7,Yes,P.1,0,98,0
Spain,ES,2020-40,GISAID,65146,262,0.4,Yes,P.1,0,261,0
Sweden,SE,2020-40,GISAID,3642,20,0.5,Yes,P.1,0,20,0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,P.3,0,4,0
Belgium,BE,2020-40,GISAID,18895,18,0.1,Yes,P.3,0,18,0
Bulgaria,BG,2020-40,GISAID,1532,2,0.1,Yes,P.3,0,2,0
Croatia,HR,2020-40,GISAID,1462,11,0.8,Yes,P.3,0,11,0
Cyprus,CY,2020-40,GISAID,133,7,5.3,Yes,P.3,0,7,0
Czechia,CZ,2020-40,GISAID,17865,32,0.2,Yes,P.3,0,32,0
Denmark,DK,2020-40,GISAID,3043,434,14.3,Yes,P.3,0,434,0
Estonia,EE,2020-40,GISAID,407,33,8.1,Yes,P.3,0,32,0
Finland,FI,2020-40,GISAID,856,128,15,Yes,P.3,0,128,0
France,FR,2020-40,GISAID,79885,203,0.3,Yes,P.3,0,193,0
Germany,DE,2020-40,GISAID,15287,157,1,Yes,P.3,0,153,0
Greece,EL,2020-40,GISAID,2398,12,0.5,Yes,P.3,0,12,0
Hungary,HU,2020-40,GISAID,6764,75,1.1,Yes,P.3,0,75,0
Iceland,IS,2020-40,GISAID,298,298,100,Yes,P.3,0,296,0
Ireland,IE,2020-40,GISAID,3042,16,0.5,Yes,P.3,0,16,0
Italy,IT,2020-40,GISAID,15459,57,0.4,Yes,P.3,0,57,0
Latvia,LV,2020-40,GISAID,410,212,51.7,Yes,P.3,0,212,0
Liechtenstein,LI,2020-40,GISAID,9,0,0,Yes,P.3,0,0,
Lithuania,LT,2020-40,GISAID,800,3,0.4,Yes,P.3,0,3,0
Luxembourg,LU,2020-40,GISAID,352,12,3.4,Yes,P.3,0,12,0
Malta,MT,2020-40,GISAID,311,0,0,Yes,P.3,0,0,
Netherlands,NL,2020-40,GISAID,24239,136,0.6,Yes,P.3,0,136,0
Norway,NO,2020-40,GISAID,743,87,11.7,Yes,P.3,0,87,0
Poland,PL,2020-40,GISAID,10810,2,0,Yes,P.3,0,2,0
Portugal,PT,2020-40,GISAID,4643,0,0,Yes,P.3,0,0,
Romania,RO,2020-40,GISAID,11392,4,0,Yes,P.3,0,4,0
Slovakia,SK,2020-40,GISAID,4238,0,0,Yes,P.3,0,0,
Slovenia,SI,2020-40,GISAID,1277,98,7.7,Yes,P.3,0,98,0
Spain,ES,2020-40,GISAID,65146,262,0.4,Yes,P.3,0,261,0
Sweden,SE,2020-40,GISAID,3642,20,0.5,Yes,P.3,0,20,0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,UNK,0,,
Belgium,BE,2020-40,GISAID,18895,18,0.1,Yes,UNK,0,,
Bulgaria,BG,2020-40,GISAID,1532,2,0.1,Yes,UNK,0,,
Croatia,HR,2020-40,GISAID,1462,11,0.8,Yes,UNK,0,,
Cyprus,CY,2020-40,GISAID,133,7,5.3,Yes,UNK,0,,
Czechia,CZ,2020-40,GISAID,17865,32,0.2,Yes,UNK,0,,
Denmark,DK,2020-40,GISAID,3043,434,14.3,Yes,UNK,0,,
Estonia,EE,2020-40,GISAID,407,33,8.1,Yes,UNK,1,,
Finland,FI,2020-40,GISAID,856,128,15,Yes,UNK,0,,
France,FR,2020-40,GISAID,79885,203,0.3,Yes,UNK,10,,
Germany,DE,2020-40,GISAID,15287,157,1,Yes,UNK,4,,
Greece,EL,2020-40,GISAID,2398,12,0.5,Yes,UNK,0,,
Hungary,HU,2020-40,GISAID,6764,75,1.1,Yes,UNK,0,,
Iceland,IS,2020-40,GISAID,298,298,100,Yes,UNK,2,,
Ireland,IE,2020-40,GISAID,3042,16,0.5,Yes,UNK,0,,
Italy,IT,2020-40,GISAID,15459,57,0.4,Yes,UNK,0,,
Latvia,LV,2020-40,GISAID,410,212,51.7,Yes,UNK,0,,
Liechtenstein,LI,2020-40,GISAID,9,0,0,Yes,UNK,0,,
Lithuania,LT,2020-40,GISAID,800,3,0.4,Yes,UNK,0,,
Luxembourg,LU,2020-40,GISAID,352,12,3.4,Yes,UNK,0,,
Malta,MT,2020-40,GISAID,311,0,0,Yes,UNK,0,,
Netherlands,NL,2020-40,GISAID,24239,136,0.6,Yes,UNK,0,,
Norway,NO,2020-40,GISAID,743,87,11.7,Yes,UNK,0,,
Poland,PL,2020-40,GISAID,10810,2,0,Yes,UNK,0,,
Portugal,PT,2020-40,GISAID,4643,0,0,Yes,UNK,0,,
Romania,RO,2020-40,GISAID,11392,4,0,Yes,UNK,0,,
Slovakia,SK,2020-40,GISAID,4238,0,0,Yes,UNK,0,,
Slovenia,SI,2020-40,GISAID,1277,98,7.7,Yes,UNK,0,,
Spain,ES,2020-40,GISAID,65146,262,0.4,Yes,UNK,1,,
Spain,ES,2020-40,TESSy,65146,35,0.1,Yes,UNK,3,,
Sweden,SE,2020-40,GISAID,3642,20,0.5,Yes,UNK,0,,
Austria,AT,2020-41,GISAID,7365,26,0.4,Yes,AT.1,0,26,0
Belgium,BE,2020-41,GISAID,38852,112,0.3,Yes,AT.1,0,112,0
Bulgaria,BG,2020-41,GISAID,2815,0,0,Yes,AT.1,0,0,
Croatia,HR,2020-41,GISAID,2781,1,0,Yes,AT.1,0,1,0
Cyprus,CY,2020-41,GISAID,208,4,1.9,Yes,AT.1,0,4,0
Czechia,CZ,2020-41,GISAID,34664,44,0.1,Yes,AT.1,0,44,0
Denmark,DK,2020-41,GISAID,2742,397,14.5,Yes,AT.1,0,397,0
Estonia,EE,2020-41,GISAID,258,22,8.5,Yes,AT.1,0,21,0
Finland,FI,2020-41,GISAID,1460,155,10.6,Yes,AT.1,0,155,0
France,FR,2020-41,GISAID,123001,225,0.2,Yes,AT.1,0,205,0
Germany,DE,2020-41,GISAID,24712,186,0.8,Yes,AT.1,0,185,0
Greece,EL,2020-41,GISAID,2516,30,1.2,Yes,AT.1,0,30,0
Hungary,HU,2020-41,GISAID,7097,31,0.4,Yes,AT.1,0,31,0
Iceland,IS,2020-41,GISAID,605,557,92.1,Yes,AT.1,0,551,0
Ireland,IE,2020-41,GISAID,4496,69,1.5,Yes,AT.1,0,69,0
Italy,IT,2020-41,GISAID,29621,75,0.3,Yes,AT.1,0,75,0
Latvia,LV,2020-41,GISAID,584,85,14.6,Yes,AT.1,0,85,0
Liechtenstein,LI,2020-41,GISAID,12,0,0,Yes,AT.1,0,0,
Lithuania,LT,2020-41,GISAID,937,1,0.1,Yes,AT.1,0,1,0
Luxembourg,LU,2020-41,GISAID,651,22,3.4,Yes,AT.1,0,22,0
Malta,MT,2020-41,GISAID,517,0,0,Yes,AT.1,0,0,
Netherlands,NL,2020-41,GISAID,38701,161,0.4,Yes,AT.1,0,161,0
Norway,NO,2020-41,GISAID,1072,69,6.4,Yes,AT.1,0,69,0
Poland,PL,2020-41,GISAID,27676,0,0,Yes,AT.1,0,0,
Portugal,PT,2020-41,GISAID,8417,0,0,Yes,AT.1,0,0,
Romania,RO,2020-41,GISAID,21218,3,0,Yes,AT.1,0,3,0
Slovakia,SK,2020-41,GISAID,7114,1,0,Yes,AT.1,0,1,0
Slovenia,SI,2020-41,GISAID,2467,233,9.4,Yes,AT.1,0,233,0
Spain,ES,2020-41,GISAID,75556,248,0.3,Yes,AT.1,0,248,0
Sweden,SE,2020-41,GISAID,4278,25,0.6,Yes,AT.1,0,25,0
Austria,AT,2020-41,GISAID,7365,26,0.4,Yes,B.1.1.7,0,26,0
Belgium,BE,2020-41,GISAID,38852,112,0.3,Yes,B.1.1.7,0,112,0
Bulgaria,BG,2020-41,GISAID,2815,0,0,Yes,B.1.1.7,0,0,
Croatia,HR,2020-41,GISAID,2781,1,0,Yes,B.1.1.7,0,1,0
Cyprus,CY,2020-41,GISAID,208,4,1.9,Yes,B.1.1.7,0,4,0
Czechia,CZ,2020-41,GISAID,34664,44,0.1,Yes,B.1.1.7,0,44,0
Czechia,CZ,2020-41,TESSy,34664,23,0.1,Yes,B.1.1.7,18,23,78.3
Denmark,DK,2020-41,GISAID,2742,397,14.5,Yes,B.1.1.7,0,397,0
Estonia,EE,2020-41,GISAID,258,22,8.5,Yes,B.1.1.7,0,21,0
Finland,FI,2020-41,GISAID,1460,155,10.6,Yes,B.1.1.7,0,155,0
Finland,FI,2020-41,TESSy,1460,1,0.1,Yes,B.1.1.7,1,1,100
France,FR,2020-41,GISAID,123001,225,0.2,Yes,B.1.1.7,0,205,0
Germany,DE,2020-41,GISAID,24712,186,0.8,Yes,B.1.1.7,0,185,0
Greece,EL,2020-41,GISAID,2516,30,1.2,Yes,B.1.1.7,0,30,0
Hungary,HU,2020-41,GISAID,7097,31,0.4,Yes,B.1.1.7,0,31,0
Iceland,IS,2020-41,GISAID,605,557,92.1,Yes,B.1.1.7,0,551,0
Ireland,IE,2020-41,GISAID,4496,69,1.5,Yes,B.1.1.7,0,69,0
Italy,IT,2020-41,GISAID,29621,75,0.3,Yes,B.1.1.7,1,75,1.3
Italy,IT,2020-41,TESSy,29621,399,1.3,Yes,B.1.1.7,4,399,1
Latvia,LV,2020-41,GISAID,584,85,14.6,Yes,B.1.1.7,0,85,0
Liechtenstein,LI,2020-41,GISAID,12,0,0,Yes,B.1.1.7,0,0,
Lithuania,LT,2020-41,GISAID,937,1,0.1,Yes,B.1.1.7,0,1,0
Luxembourg,LU,2020-41,GISAID,651,22,3.4,Yes,B.1.1.7,0,22,0
Malta,MT,2020-41,GISAID,517,0,0,Yes,B.1.1.7,0,0,
Netherlands,NL,2020-41,GISAID,38701,161,0.4,Yes,B.1.1.7,0,161,0
Norway,NO,2020-41,GISAID,1072,69,6.4,Yes,B.1.1.7,0,69,0
Poland,PL,2020-41,GISAID,27676,0,0,Yes,B.1.1.7,0,0,
Portugal,PT,2020-41,GISAID,8417,0,0,Yes,B.1.1.7,0,0,
Romania,RO,2020-41,GISAID,21218,3,0,Yes,B.1.1.7,0,3,0
Slovakia,SK,2020-41,GISAID,7114,1,0,Yes,B.1.1.7,0,1,0
Slovakia,SK,2020-41,TESSy,7114,2,0,Yes,B.1.1.7,2,2,100
Slovenia,SI,2020-41,GISAID,2467,233,9.4,Yes,B.1.1.7,0,233,0
Spain,ES,2020-41,GISAID,75556,248,0.3,Yes,B.1.1.7,0,248,0
Spain,ES,2020-41,TESSy,75556,84,0.1,Yes,B.1.1.7,7,78,9
Sweden,SE,2020-41,GISAID,4278,25,0.6,Yes,B.1.1.7,1,25,4
Austria,AT,2020-41,GISAID,7365,26,0.4,Yes,B.1.1.7+E484K,0,26,0
Belgium,BE,2020-41,GISAID,38852,112,0.3,Yes,B.1.1.7+E484K,0,112,0
Bulgaria,BG,2020-41,GISAID,2815,0,0,Yes,B.1.1.7+E484K,0,0,
Croatia,HR,2020-41,GISAID,2781,1,0,Yes,B.1.1.7+E484K,0,1,0
Cyprus,CY,2020-41,GISAID,208,4,1.9,Yes,B.1.1.7+E484K,0,4,0
Czechia,CZ,2020-41,GISAID,34664,44,0.1,Yes,B.1.1.7+E484K,0,44,0
Denmark,DK,2020-41,GISAID,2742,397,14.5,Yes,B.1.1.7+E484K,0,397,0
Estonia,EE,2020-41,GISAID,258,22,8.5,Yes,B.1.1.7+E484K,0,21,0
Finland,FI,2020-41,GISAID,1460,155,10.6,Yes,B.1.1.7+E484K,0,155,0
France,FR,2020-41,GISAID,123001,225,0.2,Yes,B.1.1.7+E484K,0,205,0
Germany,DE,2020-41,GISAID,24712,186,0.8,Yes,B.1.1.7+E484K,0,185,0
Greece,EL,2020-41,GISAID,2516,30,1.2,Yes,B.1.1.7+E484K,0,30,0
Hungary,HU,2020-41,GISAID,7097,31,0.4,Yes,B.1.1.7+E484K,0,31,0
Iceland,IS,2020-41,GISAID,605,557,92.1,Yes,B.1.1.7+E484K,0,551,0
Ireland,IE,2020-41,GISAID,4496,69,1.5,Yes,B.1.1.7+E484K,0,69,0
Italy,IT,2020-41,GISAID,29621,75,0.3,Yes,B.1.1.7+E484K,0,75,0
Latvia,LV,2020-41,GISAID,584,85,14.6,Yes,B.1.1.7+E484K,0,85,0
Liechtenstein,LI,2020-41,GISAID,12,0,0,Yes,B.1.1.7+E484K,0,0,
Lithuania,LT,2020-41,GISAID,937,1,0.1,Yes,B.1.1.7+E484K,0,1,0
Luxembourg,LU,2020-41,GISAID,651,22,3.4,Yes,B.1.1.7+E484K,0,22,0
Malta,MT,2020-41,GISAID,517,0,0,Yes,B.1.1.7+E484K,0,0,
Netherlands,NL,2020-41,GISAID,38701,161,0.4,Yes,B.1.1.7+E484K,0,161,0
Norway,NO,2020-41,GISAID,1072,69,6.4,Yes,B.1.1.7+E484K,0,69,0
Poland,PL,2020-41,GISAID,27676,0,0,Yes,B.1.1.7+E484K,0,0,
Portugal,PT,2020-41,GISAID,8417,0,0,Yes,B.1.1.7+E484K,0,0,
Romania,RO,2020-41,GISAID,21218,3,0,Yes,B.1.1.7+E484K,0,3,0
Slovakia,SK,2020-41,GISAID,7114,1,0,Yes,B.1.1.7+E484K,0,1,0
Slovenia,SI,2020-41,GISAID,2467,233,9.4,Yes,B.1.1.7+E484K,0,233,0
Spain,ES,2020-41,GISAID,75556,248,0.3,Yes,B.1.1.7+E484K,0,248,0
Sweden,SE,2020-41,GISAID,4278,25,0.6,Yes,B.1.1.7+E484K,0,25,0
Austria,AT,2020-41,GISAID,7365,26,0.4,Yes,B.1.351,0,26,0
Belgium,BE,2020-41,GISAID,38852,112,0.3,Yes,B.1.351,0,112,0
Bulgaria,BG,2020-41,GISAID,2815,0,0,Yes,B.1.351,0,0,
Croatia,HR,2020-41,GISAID,2781,1,0,Yes,B.1.351,0,1,0
Cyprus,CY,2020-41,GISAID,208,4,1.9,Yes,B.1.351,0,4,0
Czechia,CZ,2020-41,GISAID,34664,44,0.1,Yes,B.1.351,0,44,0
Denmark,DK,2020-41,GISAID,2742,397,14.5,Yes,B.1.351,0,397,0
Estonia,EE,2020-41,GISAID,258,22,8.5,Yes,B.1.351,0,21,0
Finland,FI,2020-41,GISAID,1460,155,10.6,Yes,B.1.351,0,155,0
France,FR,2020-41,GISAID,123001,225,0.2,Yes,B.1.351,0,205,0
Germany,DE,2020-41,GISAID,24712,186,0.8,Yes,B.1.351,0,185,0
Greece,EL,2020-41,GISAID,2516,30,1.2,Yes,B.1.351,0,30,0
Hungary,HU,2020-41,GISAID,7097,31,0.4,Yes,B.1.351,0,31,0
Iceland,IS,2020-41,GISAID,605,557,92.1,Yes,B.1.351,0,551,0
Ireland,IE,2020-41,GISAID,4496,69,1.5,Yes,B.1.351,0,69,0
Italy,IT,2020-41,GISAID,29621,75,0.3,Yes,B.1.351,0,75,0
Latvia,LV,2020-41,GISAID,584,85,14.6,Yes,B.1.351,0,85,0
Liechtenstein,LI,2020-41,GISAID,12,0,0,Yes,B.1.351,0,0,
Lithuania,LT,2020-41,GISAID,937,1,0.1,Yes,B.1.351,0,1,0
Luxembourg,LU,2020-41,GISAID,651,22,3.4,Yes,B.1.351,0,22,0
Malta,MT,2020-41,GISAID,517,0,0,Yes,B.1.351,0,0,
Netherlands,NL,2020-41,GISAID,38701,161,0.4,Yes,B.1.351,0,161,0
Norway,NO,2020-41,GISAID,1072,69,6.4,Yes,B.1.351,0,69,0
Poland,PL,2020-41,GISAID,27676,0,0,Yes,B.1.351,0,0,
Portugal,PT,2020-41,GISAID,8417,0,0,Yes,B.1.351,0,0,
Romania,RO,2020-41,GISAID,21218,3,0,Yes,B.1.351,0,3,0
Slovakia,SK,2020-41,GISAID,7114,1,0,Yes,B.1.351,0,1,0
Slovenia,SI,2020-41,GISAID,2467,233,9.4,Yes,B.1.351,0,233,0
Spain,ES,2020-41,GISAID,75556,248,0.3,Yes,B.1.351,0,248,0
Sweden,SE,2020-41,GISAID,4278,25,0.6,Yes,B.1.351,0,25,0
Austria,AT,2020-41,GISAID,7365,26,0.4,Yes,B.1.427/B.1.429,0,26,0
Belgium,BE,2020-41,GISAID,38852,112,0.3,Yes,B.1.427/B.1.429,0,112,0
Bulgaria,BG,2020-41,GISAID,2815,0,0,Yes,B.1.427/B.1.429,0,0,
Croatia,HR,2020-41,GISAID,2781,1,0,Yes,B.1.427/B.1.429,0,1,0
Cyprus,CY,2020-41,GISAID,208,4,1.9,Yes,B.1.427/B.1.429,0,4,0
Czechia,CZ,2020-41,GISAID,34664,44,0.1,Yes,B.1.427/B.1.429,0,44,0
Denmark,DK,2020-41,GISAID,2742,397,14.5,Yes,B.1.427/B.1.429,0,397,0
Estonia,EE,2020-41,GISAID,258,22,8.5,Yes,B.1.427/B.1.429,0,21,0
Finland,FI,2020-41,GISAID,1460,155,10.6,Yes,B.1.427/B.1.429,0,155,0
France,FR,2020-41,GISAID,123001,225,0.2,Yes,B.1.427/B.1.429,0,205,0
Germany,DE,2020-41,GISAID,24712,186,0.8,Yes,B.1.427/B.1.429,0,185,0
Greece,EL,2020-41,GISAID,2516,30,1.2,Yes,B.1.427/B.1.429,0,30,0
Hungary,HU,2020-41,GISAID,7097,31,0.4,Yes,B.1.427/B.1.429,0,31,0
Iceland,IS,2020-41,GISAID,605,557,92.1,Yes,B.1.427/B.1.429,0,551,0
Ireland,IE,2020-41,GISAID,4496,69,1.5,Yes,B.1.427/B.1.429,0,69,0
Italy,IT,2020-41,GISAID,29621,75,0.3,Yes,B.1.427/B.1.429,0,75,0
Latvia,LV,2020-41,GISAID,584,85,14.6,Yes,B.1.427/B.1.429,0,85,0
Liechtenstein,LI,2020-41,GISAID,12,0,0,Yes,B.1.427/B.1.429,0,0,
Lithuania,LT,2020-41,GISAID,937,1,0.1,Yes,B.1.427/B.1.429,0,1,0
Luxembourg,LU,2020-41,GISAID,651,22,3.4,Yes,B.1.427/B.1.429,0,22,0
Malta,MT,2020-41,GISAID,517,0,0,Yes,B.1.427/B.1.429,0,0,
Netherlands,NL,2020-41,GISAID,38701,161,0.4,Yes,B.1.427/B.1.429,0,161,0
Norway,NO,2020-41,GISAID,1072,69,6.4,Yes,B.1.427/B.1.429,0,69,0
Poland,PL,2020-41,GISAID,27676,0,0,Yes,B.1.427/B.1.429,0,0,
Portugal,PT,2020-41,GISAID,8417,0,0,Yes,B.1.427/B.1.429,0,0,
Romania,RO,2020-41,GISAID,21218,3,0,Yes,B.1.427/B.1.429,0,3,0
Slovakia,SK,2020-41,GISAID,7114,1,0,Yes,B.1.427/B.1.429,0,1,0
Slovenia,SI,2020-41,GISAID,2467,233,9.4,Yes,B.1.427/B.1.429,0,233,0
Spain,ES,2020-41,GISAID,75556,248,0.3,Yes,B.1.427/B.1.429,0,248,0
